timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Municipality,Okhahlamba,No,11062,20.8,,,,,KwaZulu-Natal,Uthukela,Okhahlamba,DsSchoolAttendences
Census 2022,Municipality,Abaqulusi,Yes,74465,79.0,,,,,KwaZulu-Natal,Zululand,Abaqulusi,DsSchoolAttendences
Census 2022,Municipality,Abaqulusi,No,19812,21.0,,,,,KwaZulu-Natal,Zululand,Abaqulusi,DsSchoolAttendences
Census 2022,Municipality,eDumbe,Yes,28789,76.0,,,,,KwaZulu-Natal,Zululand,eDumbe,DsSchoolAttendences
Census 2022,Municipality,eDumbe,No,9074,24.0,,,,,KwaZulu-Natal,Zululand,eDumbe,DsSchoolAttendences
Census 2022,Municipality,Nongoma,Yes,71767,82.6,,,,,KwaZulu-Natal,Zululand,Nongoma,DsSchoolAttendences
Census 2022,Municipality,Nongoma,No,15082,17.4,,,,,KwaZulu-Natal,Zululand,Nongoma,DsSchoolAttendences
Census 2022,Municipality,Ulundi,Yes,67740,80.2,,,,,KwaZulu-Natal,Zululand,Ulundi,DsSchoolAttendences
Census 2022,Municipality,Ulundi,No,16682,19.8,,,,,KwaZulu-Natal,Zululand,Ulundi,DsSchoolAttendences
Census 2022,Municipality,uPhongolo,Yes,47730,78.6,,,,,KwaZulu-Natal,Zululand,uPhongolo,DsSchoolAttendences
Census 2022,Municipality,uPhongolo,No,13009,21.4,,,,,KwaZulu-Natal,Zululand,uPhongolo,DsSchoolAttendences
Census 2022,Municipality,Blouberg,Yes,59614,83.0,,,,,Limpopo,Capricorn,Blouberg,DsSchoolAttendences
Census 2022,Municipality,Blouberg,No,12170,17.0,,,,,Limpopo,Capricorn,Blouberg,DsSchoolAttendences
Census 2022,Municipality,Lepele-Nkumpi,Yes,81542,80.9,,,,,Limpopo,Capricorn,Lepele-Nkumpi,DsSchoolAttendences
Census 2022,Municipality,Lepele-Nkumpi,No,19206,19.1,,,,,Limpopo,Capricorn,Lepele-Nkumpi,DsSchoolAttendences
Census 2022,Municipality,Molemole,Yes,36437,80.5,,,,,Limpopo,Capricorn,Molemole,DsSchoolAttendences
Census 2022,Municipality,Molemole,No,8848,19.5,,,,,Limpopo,Capricorn,Molemole,DsSchoolAttendences
Census 2022,Municipality,Polokwane,Yes,224479,79.0,,,,,Limpopo,Capricorn,Polokwane,DsSchoolAttendences
Census 2022,Municipality,Polokwane,No,59664,21.0,,,,,Limpopo,Capricorn,Polokwane,DsSchoolAttendences
Census 2022,Municipality,Ba-Phalaborwa,Yes,54740,81.8,,,,,Limpopo,Mopani,Ba-Phalaborwa,DsSchoolAttendences
Census 2022,Municipality,Ba-Phalaborwa,No,12184,18.2,,,,,Limpopo,Mopani,Ba-Phalaborwa,DsSchoolAttendences
Census 2022,Municipality,Greater Giyani,Yes,99474,83.9,,,,,Limpopo,Mopani,Greater Giyani,DsSchoolAttendences
Census 2022,Municipality,Greater Giyani,No,19086,16.1,,,,,Limpopo,Mopani,Greater Giyani,DsSchoolAttendences
Census 2022,Municipality,Greater Letaba,Yes,76245,81.4,,,,,Limpopo,Mopani,Greater Letaba,DsSchoolAttendences
Census 2022,Municipality,Greater Letaba,No,17440,18.6,,,,,Limpopo,Mopani,Greater Letaba,DsSchoolAttendences
Census 2022,Municipality,Greater Tzaneen,Yes,124420,78.3,,,,,Limpopo,Mopani,Greater Tzaneen,DsSchoolAttendences
Census 2022,Municipality,Greater Tzaneen,No,34501,21.7,,,,,Limpopo,Mopani,Greater Tzaneen,DsSchoolAttendences
Census 2022,Municipality,Maruleng,Yes,34803,79.4,,,,,Limpopo,Mopani,Maruleng,DsSchoolAttendences
Census 2022,Municipality,Maruleng,No,9042,20.6,,,,,Limpopo,Mopani,Maruleng,DsSchoolAttendences
Census 2022,Municipality,Elias Motsoaledi,Yes,83441,79.7,,,,,Limpopo,Sekhukhune,Elias Motsoaledi,DsSchoolAttendences
Census 2022,Municipality,Elias Motsoaledi,No,21218,20.3,,,,,Limpopo,Sekhukhune,Elias Motsoaledi,DsSchoolAttendences
Census 2022,Municipality,Ephraim Mogale,Yes,36255,77.9,,,,,Limpopo,Sekhukhune,Ephraim Mogale,DsSchoolAttendences
Census 2022,Municipality,Ephraim Mogale,No,10279,22.1,,,,,Limpopo,Sekhukhune,Ephraim Mogale,DsSchoolAttendences
Census 2022,Municipality,Fetakgomo Tubatse,Yes,162457,80.1,,,,,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsSchoolAttendences
Census 2022,Municipality,Fetakgomo Tubatse,No,40328,19.9,,,,,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsSchoolAttendences
Census 2022,Municipality,Makhuduthamaga,Yes,103551,83.8,,,,,Limpopo,Sekhukhune,Makhuduthamaga,DsSchoolAttendences
Census 2022,Municipality,Makhuduthamaga,No,20028,16.2,,,,,Limpopo,Sekhukhune,Makhuduthamaga,DsSchoolAttendences
Census 2022,Municipality,Collins Chabane,Yes,145291,85.4,,,,,Limpopo,Vhembe,Collins Chabane,DsSchoolAttendences
Census 2022,Municipality,Collins Chabane,No,24929,14.6,,,,,Limpopo,Vhembe,Collins Chabane,DsSchoolAttendences
Census 2022,Municipality,Makhado,Yes,142353,81.9,,,,,Limpopo,Vhembe,Makhado,DsSchoolAttendences
Census 2022,Municipality,Makhado,No,31485,18.1,,,,,Limpopo,Vhembe,Makhado,DsSchoolAttendences
Census 2022,Municipality,Musina,Yes,30551,74.9,,,,,Limpopo,Vhembe,Musina,DsSchoolAttendences
Census 2022,Municipality,Musina,No,10243,25.1,,,,,Limpopo,Vhembe,Musina,DsSchoolAttendences
Census 2022,Municipality,Thulamela,Yes,170025,83.2,,,,,Limpopo,Vhembe,Thulamela,DsSchoolAttendences
Census 2022,Municipality,Thulamela,No,34243,16.8,,,,,Limpopo,Vhembe,Thulamela,DsSchoolAttendences
Census 2022,Municipality,Bela-Bela,Yes,13622,68.9,,,,,Limpopo,Waterberg,Bela-Bela,DsSchoolAttendences
Census 2022,Municipality,Bela-Bela,No,6147,31.1,,,,,Limpopo,Waterberg,Bela-Bela,DsSchoolAttendences
Census 2022,Municipality,Lephalale,Yes,30813,76.2,,,,,Limpopo,Waterberg,Lephalale,DsSchoolAttendences
Census 2022,Municipality,Lephalale,No,9630,23.8,,,,,Limpopo,Waterberg,Lephalale,DsSchoolAttendences
Census 2022,Municipality,Modimolle-Mookgophong,Yes,28260,69.8,,,,,Limpopo,Waterberg,Modimolle-Mookgophong,DsSchoolAttendences
Census 2022,Municipality,Modimolle-Mookgophong,No,12256,30.2,,,,,Limpopo,Waterberg,Modimolle-Mookgophong,DsSchoolAttendences
Census 2022,Municipality,Mogalakwena,Yes,100250,78.8,,,,,Limpopo,Waterberg,Mogalakwena,DsSchoolAttendences
Census 2022,Municipality,Mogalakwena,No,26982,21.2,,,,,Limpopo,Waterberg,Mogalakwena,DsSchoolAttendences
Census 2022,Municipality,Thabazimbi,Yes,11411,69.1,,,,,Limpopo,Waterberg,Thabazimbi,DsSchoolAttendences
Census 2022,Municipality,Thabazimbi,No,5111,30.9,,,,,Limpopo,Waterberg,Thabazimbi,DsSchoolAttendences
Census 2022,Municipality,Bushbuckridge,Yes,204775,76.6,,,,,Mpumalanga,Ehlanzeni,Bushbuckridge,DsSchoolAttendences
Census 2022,Municipality,Bushbuckridge,No,62614,23.4,,,,,Mpumalanga,Ehlanzeni,Bushbuckridge,DsSchoolAttendences
Census 2022,Municipality,City of Mbombela,Yes,194717,73.2,,,,,Mpumalanga,Ehlanzeni,City of Mbombela,DsSchoolAttendences
Census 2022,Municipality,City of Mbombela,No,71275,26.8,,,,,Mpumalanga,Ehlanzeni,City of Mbombela,DsSchoolAttendences
Census 2022,Municipality,Nkomazi,Yes,157149,74.3,,,,,Mpumalanga,Ehlanzeni,Nkomazi,DsSchoolAttendences
Census 2022,Municipality,Nkomazi,No,54328,25.7,,,,,Mpumalanga,Ehlanzeni,Nkomazi,DsSchoolAttendences
Census 2022,Municipality,Thaba Chweu,Yes,24827,72.8,,,,,Mpumalanga,Ehlanzeni,Thaba Chweu,DsSchoolAttendences
Census 2022,Municipality,Thaba Chweu,No,9258,27.2,,,,,Mpumalanga,Ehlanzeni,Thaba Chweu,DsSchoolAttendences
Census 2022,Municipality,Chief Albert Luthuli,Yes,68183,75.4,,,,,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsSchoolAttendences
Census 2022,Municipality,Chief Albert Luthuli,No,22256,24.6,,,,,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsSchoolAttendences
Census 2022,Municipality,Dipaleseng,Yes,8517,73.3,,,,,Mpumalanga,Gert Sibande,Dipaleseng,DsSchoolAttendences
Census 2022,Municipality,Dipaleseng,No,3106,26.7,,,,,Mpumalanga,Gert Sibande,Dipaleseng,DsSchoolAttendences
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Yes,27045,70.6,,,,,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsSchoolAttendences
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,No,11288,29.4,,,,,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsSchoolAttendences
Census 2022,Municipality,Govan Mbeki,Yes,67105,70.2,,,,,Mpumalanga,Gert Sibande,Govan Mbeki,DsSchoolAttendences
Census 2022,Municipality,Govan Mbeki,No,28531,29.8,,,,,Mpumalanga,Gert Sibande,Govan Mbeki,DsSchoolAttendences
Census 2022,Municipality,Lekwa,Yes,27255,71.7,,,,,Mpumalanga,Gert Sibande,Lekwa,DsSchoolAttendences
Census 2022,Municipality,Lekwa,No,10739,28.3,,,,,Mpumalanga,Gert Sibande,Lekwa,DsSchoolAttendences
Census 2022,Municipality,Mkhondo,Yes,64867,71.4,,,,,Mpumalanga,Gert Sibande,Mkhondo,DsSchoolAttendences
Census 2022,Municipality,Mkhondo,No,25998,28.6,,,,,Mpumalanga,Gert Sibande,Mkhondo,DsSchoolAttendences
Census 2022,Municipality,Msukaligwa,Yes,45710,69.4,,,,,Mpumalanga,Gert Sibande,Msukaligwa,DsSchoolAttendences
Census 2022,Municipality,Msukaligwa,No,20181,30.6,,,,,Mpumalanga,Gert Sibande,Msukaligwa,DsSchoolAttendences
Census 2022,Municipality,Dr JS Moroka,Yes,85997,77.7,,,,,Mpumalanga,Nkangala,Dr JS Moroka,DsSchoolAttendences
Census 2022,Municipality,Dr JS Moroka,No,24696,22.3,,,,,Mpumalanga,Nkangala,Dr JS Moroka,DsSchoolAttendences
Census 2022,Municipality,Emakhazeni,Yes,10814,71.5,,,,,Mpumalanga,Nkangala,Emakhazeni,DsSchoolAttendences
Census 2022,Municipality,Emakhazeni,No,4303,28.5,,,,,Mpumalanga,Nkangala,Emakhazeni,DsSchoolAttendences
Census 2022,Municipality,Emalahleni,Yes,94526,70.9,,,,,Mpumalanga,Nkangala,Emalahleni,DsSchoolAttendences
Census 2022,Municipality,Emalahleni,No,38713,29.1,,,,,Mpumalanga,Nkangala,Emalahleni,DsSchoolAttendences
Census 2022,Municipality,Steve Tshwete,Yes,49376,69.4,,,,,Mpumalanga,Nkangala,Steve Tshwete,DsSchoolAttendences
Census 2022,Municipality,Steve Tshwete,No,21775,30.6,,,,,Mpumalanga,Nkangala,Steve Tshwete,DsSchoolAttendences
Census 2022,Municipality,Thembisile,Yes,108567,75.2,,,,,Mpumalanga,Nkangala,Thembisile,DsSchoolAttendences
Census 2022,Municipality,Thembisile,No,35778,24.8,,,,,Mpumalanga,Nkangala,Thembisile,DsSchoolAttendences
Census 2022,Municipality,Victor Khanye,Yes,21632,64.0,,,,,Mpumalanga,Nkangala,Victor Khanye,DsSchoolAttendences
Census 2022,Municipality,Victor Khanye,No,12152,36.0,,,,,Mpumalanga,Nkangala,Victor Khanye,DsSchoolAttendences
Census 2022,Municipality,Kgetlengrivier,Yes,13354,71.3,,,,,North West,Bojanala,Kgetlengrivier,DsSchoolAttendences
Census 2022,Municipality,Kgetlengrivier,No,5386,28.7,,,,,North West,Bojanala,Kgetlengrivier,DsSchoolAttendences
Census 2022,Municipality,Madibeng,Yes,116355,71.2,,,,,North West,Bojanala,Madibeng,DsSchoolAttendences
Census 2022,Municipality,Madibeng,No,46992,28.8,,,,,North West,Bojanala,Madibeng,DsSchoolAttendences
Census 2022,Municipality,Moretele,Yes,55304,73.7,,,,,North West,Bojanala,Moretele,DsSchoolAttendences
Census 2022,Municipality,Moretele,No,19697,26.3,,,,,North West,Bojanala,Moretele,DsSchoolAttendences
Census 2022,Municipality,Moses Kotane,Yes,63294,72.7,,,,,North West,Bojanala,Moses Kotane,DsSchoolAttendences
Census 2022,Municipality,Moses Kotane,No,23758,27.3,,,,,North West,Bojanala,Moses Kotane,DsSchoolAttendences
Census 2022,Municipality,Rustenburg,Yes,111778,68.8,,,,,North West,Bojanala,Rustenburg,DsSchoolAttendences
Census 2022,Municipality,Rustenburg,No,50781,31.2,,,,,North West,Bojanala,Rustenburg,DsSchoolAttendences
Census 2022,Municipality,City of Matlosana,Yes,101523,72.6,,,,,North West,Dr Kenneth Kaunda,City of Matlosana,DsSchoolAttendences
Census 2022,Municipality,City of Matlosana,No,38352,27.4,,,,,North West,Dr Kenneth Kaunda,City of Matlosana,DsSchoolAttendences
Census 2022,Municipality,JB Marks,Yes,49197,72.0,,,,,North West,Dr Kenneth Kaunda,JB Marks,DsSchoolAttendences
Census 2022,Municipality,JB Marks,No,19131,28.0,,,,,North West,Dr Kenneth Kaunda,JB Marks,DsSchoolAttendences
Census 2022,Municipality,Maquassi Hills,Yes,24661,74.5,,,,,North West,Dr Kenneth Kaunda,Maquassi Hills,DsSchoolAttendences
Census 2022,Municipality,Maquassi Hills,No,8460,25.5,,,,,North West,Dr Kenneth Kaunda,Maquassi Hills,DsSchoolAttendences
Census 2022,Municipality,Greater Taung,Yes,57646,76.9,,,,,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsSchoolAttendences
Census 2022,Municipality,Greater Taung,No,17281,23.1,,,,,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsSchoolAttendences
Census 2022,Municipality,Kagisano/Molopo,Yes,32368,76.0,,,,,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsSchoolAttendences
Census 2022,Municipality,Kagisano/Molopo,No,10222,24.0,,,,,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsSchoolAttendences
Census 2022,Municipality,Lekwa-Teemane,Yes,16072,74.7,,,,,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsSchoolAttendences
Census 2022,Municipality,Lekwa-Teemane,No,5435,25.3,,,,,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsSchoolAttendences
Census 2022,Municipality,Mamusa,Yes,19946,74.1,,,,,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsSchoolAttendences
Census 2022,Municipality,Mamusa,No,6957,25.9,,,,,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsSchoolAttendences
Census 2022,Municipality,Naledi,Yes,16213,72.6,,,,,North West,Dr Ruth Segomotsi Mompati,Naledi,DsSchoolAttendences
Census 2022,Municipality,Naledi,No,6116,27.4,,,,,North West,Dr Ruth Segomotsi Mompati,Naledi,DsSchoolAttendences
Census 2022,Municipality,Ditsobotla,Yes,42060,72.0,,,,,North West,Ngaka Modiri Molema,Ditsobotla,DsSchoolAttendences
Census 2022,Municipality,Ditsobotla,No,16357,28.0,,,,,North West,Ngaka Modiri Molema,Ditsobotla,DsSchoolAttendences
Census 2022,Municipality,Mafikeng,Yes,93737,74.9,,,,,North West,Ngaka Modiri Molema,Mafikeng,DsSchoolAttendences
Census 2022,Municipality,Mafikeng,No,31357,25.1,,,,,North West,Ngaka Modiri Molema,Mafikeng,DsSchoolAttendences
Census 2022,Municipality,Ramotshere Moiloa,Yes,42307,74.8,,,,,North West,Ngaka Modiri Molema,Ramotshere Moiloa,DsSchoolAttendences
Census 2022,Municipality,Ramotshere Moiloa,No,14277,25.2,,,,,North West,Ngaka Modiri Molema,Ramotshere Moiloa,DsSchoolAttendences
Census 2022,Municipality,Ratlou,Yes,38765,75.4,,,,,North West,Ngaka Modiri Molema,Ratlou,DsSchoolAttendences
Census 2022,Municipality,Ratlou,No,12631,24.6,,,,,North West,Ngaka Modiri Molema,Ratlou,DsSchoolAttendences
Census 2022,Municipality,Tswaing,Yes,35045,71.7,,,,,North West,Ngaka Modiri Molema,Tswaing,DsSchoolAttendences
Census 2022,Municipality,Tswaing,No,13809,28.3,,,,,North West,Ngaka Modiri Molema,Tswaing,DsSchoolAttendences
Census 2022,Municipality,Dikgatlong,Yes,13618,65.6,,,,,Northern Cape,Frances Baard,Dikgatlong,DsSchoolAttendences
Census 2022,Municipality,Dikgatlong,No,7142,34.4,,,,,Northern Cape,Frances Baard,Dikgatlong,DsSchoolAttendences
Census 2022,Municipality,Magareng,Yes,6556,71.2,,,,,Northern Cape,Frances Baard,Magareng,DsSchoolAttendences
Census 2022,Municipality,Magareng,No,2655,28.8,,,,,Northern Cape,Frances Baard,Magareng,DsSchoolAttendences
Census 2022,Municipality,Phokwane,Yes,21057,72.8,,,,,Northern Cape,Frances Baard,Phokwane,DsSchoolAttendences
Census 2022,Municipality,Phokwane,No,7856,27.2,,,,,Northern Cape,Frances Baard,Phokwane,DsSchoolAttendences
Census 2022,Municipality,Sol Plaatje,Yes,64962,71.4,,,,,Northern Cape,Frances Baard,Sol Plaatje,DsSchoolAttendences
Census 2022,Municipality,Sol Plaatje,No,25999,28.6,,,,,Northern Cape,Frances Baard,Sol Plaatje,DsSchoolAttendences
Census 2022,Municipality,Ga-Segonyana,Yes,31275,74.7,,,,,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsSchoolAttendences
Census 2022,Municipality,Ga-Segonyana,No,10607,25.3,,,,,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsSchoolAttendences
Census 2022,Municipality,Gamagara,Yes,5980,68.4,,,,,Northern Cape,John Taolo Gaetsewe,Gamagara,DsSchoolAttendences
Census 2022,Municipality,Gamagara,No,2765,31.6,,,,,Northern Cape,John Taolo Gaetsewe,Gamagara,DsSchoolAttendences
Census 2022,Municipality,Joe Morolong,Yes,41963,82.6,,,,,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsSchoolAttendences
Census 2022,Municipality,Joe Morolong,No,8862,17.4,,,,,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsSchoolAttendences
Census 2022,Municipality,Hantam,Yes,4587,62.9,,,,,Northern Cape,Namakwa,Hantam,DsSchoolAttendences
Census 2022,Municipality,Hantam,No,2704,37.1,,,,,Northern Cape,Namakwa,Hantam,DsSchoolAttendences
Census 2022,Municipality,Kamiesberg,Yes,3145,65.4,,,,,Northern Cape,Namakwa,Kamiesberg,DsSchoolAttendences
Census 2022,Municipality,Kamiesberg,No,1665,34.6,,,,,Northern Cape,Namakwa,Kamiesberg,DsSchoolAttendences
Census 2022,Municipality,Karoo Hoogland,Yes,2420,62.8,,,,,Northern Cape,Namakwa,Karoo Hoogland,DsSchoolAttendences
Census 2022,Municipality,Karoo Hoogland,No,1434,37.2,,,,,Northern Cape,Namakwa,Karoo Hoogland,DsSchoolAttendences
Census 2022,Municipality,Khâi-Ma,Yes,1683,61.0,,,,,Northern Cape,Namakwa,Khâi-Ma,DsSchoolAttendences
Census 2022,Municipality,Khâi-Ma,No,1074,39.0,,,,,Northern Cape,Namakwa,Khâi-Ma,DsSchoolAttendences
Census 2022,Municipality,Nama Khoi,Yes,12312,63.3,,,,,Northern Cape,Namakwa,Nama Khoi,DsSchoolAttendences
Census 2022,Municipality,Nama Khoi,No,7138,36.7,,,,,Northern Cape,Namakwa,Nama Khoi,DsSchoolAttendences
Census 2022,Municipality,Richtersveld,Yes,5087,68.7,,,,,Northern Cape,Namakwa,Richtersveld,DsSchoolAttendences
Census 2022,Municipality,Richtersveld,No,2317,31.3,,,,,Northern Cape,Namakwa,Richtersveld,DsSchoolAttendences
Census 2022,Municipality,Emthanjeni,Yes,11577,67.7,,,,,Northern Cape,Pixley ka Seme,Emthanjeni,DsSchoolAttendences
Census 2022,Municipality,Emthanjeni,No,5528,32.3,,,,,Northern Cape,Pixley ka Seme,Emthanjeni,DsSchoolAttendences
Census 2022,Municipality,Kareeberg,Yes,2478,64.9,,,,,Northern Cape,Pixley ka Seme,Kareeberg,DsSchoolAttendences
Census 2022,Municipality,Kareeberg,No,1340,35.1,,,,,Northern Cape,Pixley ka Seme,Kareeberg,DsSchoolAttendences
Census 2022,Municipality,Renosterberg,Yes,2375,67.1,,,,,Northern Cape,Pixley ka Seme,Renosterberg,DsSchoolAttendences
Census 2022,Municipality,Renosterberg,No,1168,33.0,,,,,Northern Cape,Pixley ka Seme,Renosterberg,DsSchoolAttendences
Census 2022,Municipality,Siyancuma,Yes,13159,67.3,,,,,Northern Cape,Pixley ka Seme,Siyancuma,DsSchoolAttendences
Census 2022,Municipality,Siyancuma,No,6396,32.7,,,,,Northern Cape,Pixley ka Seme,Siyancuma,DsSchoolAttendences
Census 2022,Municipality,Siyathemba,Yes,6008,64.8,,,,,Northern Cape,Pixley ka Seme,Siyathemba,DsSchoolAttendences
Census 2022,Municipality,Siyathemba,No,3262,35.2,,,,,Northern Cape,Pixley ka Seme,Siyathemba,DsSchoolAttendences
Census 2022,Municipality,Thembelihle,Yes,5302,68.7,,,,,Northern Cape,Pixley ka Seme,Thembelihle,DsSchoolAttendences
Census 2022,Municipality,Thembelihle,No,2418,31.3,,,,,Northern Cape,Pixley ka Seme,Thembelihle,DsSchoolAttendences
Census 2022,Municipality,Ubuntu,Yes,3963,67.7,,,,,Northern Cape,Pixley ka Seme,Ubuntu,DsSchoolAttendences
Census 2022,Municipality,Ubuntu,No,1894,32.3,,,,,Northern Cape,Pixley ka Seme,Ubuntu,DsSchoolAttendences
Census 2022,Municipality,Umsobomvu,Yes,7765,70.6,,,,,Northern Cape,Pixley ka Seme,Umsobomvu,DsSchoolAttendences
Census 2022,Municipality,Umsobomvu,No,3238,29.4,,,,,Northern Cape,Pixley ka Seme,Umsobomvu,DsSchoolAttendences
Census 2022,Municipality,!Kheis,Yes,5640,66.0,,,,,Northern Cape,Z F Mgcawu,!Kheis,DsSchoolAttendences
Census 2022,Municipality,!Kheis,No,2900,34.0,,,,,Northern Cape,Z F Mgcawu,!Kheis,DsSchoolAttendences
Census 2022,Municipality,Dawid Kruiper,Yes,30164,66.6,,,,,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsSchoolAttendences
Census 2022,Municipality,Dawid Kruiper,No,15105,33.4,,,,,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsSchoolAttendences
Census 2022,Municipality,Kai !Garib,Yes,19446,65.7,,,,,Northern Cape,Z F Mgcawu,Kai !Garib,DsSchoolAttendences
Census 2022,Municipality,Kai !Garib,No,10170,34.3,,,,,Northern Cape,Z F Mgcawu,Kai !Garib,DsSchoolAttendences
Census 2022,Municipality,Kgatelopele,Yes,4812,70.9,,,,,Northern Cape,Z F Mgcawu,Kgatelopele,DsSchoolAttendences
Census 2022,Municipality,Kgatelopele,No,1980,29.2,,,,,Northern Cape,Z F Mgcawu,Kgatelopele,DsSchoolAttendences
Census 2022,Municipality,Tsantsabane,Yes,6326,66.0,,,,,Northern Cape,Z F Mgcawu,Tsantsabane,DsSchoolAttendences
Census 2022,Municipality,Tsantsabane,No,3259,34.0,,,,,Northern Cape,Z F Mgcawu,Tsantsabane,DsSchoolAttendences
Census 2022,Municipality,Breede Valley,Yes,41482,64.4,,,,,Western Cape,Cape Winelands,Breede Valley,DsSchoolAttendences
Census 2022,Municipality,Breede Valley,No,22890,35.6,,,,,Western Cape,Cape Winelands,Breede Valley,DsSchoolAttendences
Census 2022,Municipality,Drakenstein,Yes,53091,65.8,,,,,Western Cape,Cape Winelands,Drakenstein,DsSchoolAttendences
Census 2022,Municipality,Drakenstein,No,27604,34.2,,,,,Western Cape,Cape Winelands,Drakenstein,DsSchoolAttendences
Census 2022,Municipality,Langeberg,Yes,16981,62.1,,,,,Western Cape,Cape Winelands,Langeberg,DsSchoolAttendences
Census 2022,Municipality,Langeberg,No,10364,37.9,,,,,Western Cape,Cape Winelands,Langeberg,DsSchoolAttendences
Census 2022,Municipality,Stellenbosch,Yes,37475,69.8,,,,,Western Cape,Cape Winelands,Stellenbosch,DsSchoolAttendences
Census 2022,Municipality,Stellenbosch,No,16201,30.2,,,,,Western Cape,Cape Winelands,Stellenbosch,DsSchoolAttendences
Census 2022,Municipality,Witzenberg,Yes,18319,58.5,,,,,Western Cape,Cape Winelands,Witzenberg,DsSchoolAttendences
Census 2022,Municipality,Witzenberg,No,13002,41.5,,,,,Western Cape,Cape Winelands,Witzenberg,DsSchoolAttendences
Census 2022,Municipality,Beaufort West,Yes,17184,65.8,,,,,Western Cape,Central Karoo,Beaufort West,DsSchoolAttendences
Census 2022,Municipality,Beaufort West,No,8935,34.2,,,,,Western Cape,Central Karoo,Beaufort West,DsSchoolAttendences
Census 2022,Municipality,Laingsburg,Yes,1945,52.0,,,,,Western Cape,Central Karoo,Laingsburg,DsSchoolAttendences
Census 2022,Municipality,Laingsburg,No,1797,48.0,,,,,Western Cape,Central Karoo,Laingsburg,DsSchoolAttendences
Census 2022,Municipality,Prince Albert,Yes,3636,61.4,,,,,Western Cape,Central Karoo,Prince Albert,DsSchoolAttendences
Census 2022,Municipality,Prince Albert,No,2290,38.6,,,,,Western Cape,Central Karoo,Prince Albert,DsSchoolAttendences
Census 2022,Municipality,City of Cape Town,Yes,934103,68.8,,,,,Western Cape,City of Cape Town,City of Cape Town,DsSchoolAttendences
Census 2022,Municipality,City of Cape Town,No,423932,31.2,,,,,Western Cape,City of Cape Town,City of Cape Town,DsSchoolAttendences
Census 2022,Municipality,Bitou,Yes,12640,68.0,,,,,Western Cape,Garden Route,Bitou,DsSchoolAttendences
Census 2022,Municipality,Bitou,No,5948,32.0,,,,,Western Cape,Garden Route,Bitou,DsSchoolAttendences
Census 2022,Municipality,George,Yes,56628,64.7,,,,,Western Cape,Garden Route,George,DsSchoolAttendences
Census 2022,Municipality,George,No,30962,35.3,,,,,Western Cape,Garden Route,George,DsSchoolAttendences
Census 2022,Municipality,Hessequa,Yes,11576,58.8,,,,,Western Cape,Garden Route,Hessequa,DsSchoolAttendences
Census 2022,Municipality,Hessequa,No,8095,41.2,,,,,Western Cape,Garden Route,Hessequa,DsSchoolAttendences
Census 2022,Municipality,Kannaland,Yes,5971,59.4,,,,,Western Cape,Garden Route,Kannaland,DsSchoolAttendences
Census 2022,Municipality,Kannaland,No,4083,40.6,,,,,Western Cape,Garden Route,Kannaland,DsSchoolAttendences
Census 2022,Municipality,Knysna,Yes,17588,67.3,,,,,Western Cape,Garden Route,Knysna,DsSchoolAttendences
Census 2022,Municipality,Knysna,No,8536,32.7,,,,,Western Cape,Garden Route,Knysna,DsSchoolAttendences
Census 2022,Municipality,Mossel Bay,Yes,21472,62.6,,,,,Western Cape,Garden Route,Mossel Bay,DsSchoolAttendences
Census 2022,Municipality,Mossel Bay,No,12826,37.4,,,,,Western Cape,Garden Route,Mossel Bay,DsSchoolAttendences
Census 2022,Municipality,Oudtshoorn,Yes,28119,63.4,,,,,Western Cape,Garden Route,Oudtshoorn,DsSchoolAttendences
Census 2022,Municipality,Oudtshoorn,No,16262,36.6,,,,,Western Cape,Garden Route,Oudtshoorn,DsSchoolAttendences
Census 2022,Municipality,Cape Agulhas,Yes,5843,57.8,,,,,Western Cape,Overberg,Cape Agulhas,DsSchoolAttendences
