timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Blue Crane Route,Communal container/central collection point,297,1.8,Eastern Cape,Sarah Baartman,Blue Crane Route,DsRefuseDisposals
Census 2022,Municipality,Blue Crane Route,Own refuse dump,2947,18.3,Eastern Cape,Sarah Baartman,Blue Crane Route,DsRefuseDisposals
Census 2022,Municipality,Blue Crane Route,No Rubbish Disposal,224,1.4,Eastern Cape,Sarah Baartman,Blue Crane Route,DsRefuseDisposals
Census 2022,Municipality,Blue Crane Route,Other,90,0.6,Eastern Cape,Sarah Baartman,Blue Crane Route,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Removed by local authority at least once a week,20683,88.7,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Removed by local authority less often,463,2.0,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Communal refuse dump,42,0.2,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Communal container/central collection point,845,3.6,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Own refuse dump,967,4.1,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,No Rubbish Disposal,216,0.9,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Dr Beyers Naude,Other,102,0.4,Eastern Cape,Sarah Baartman,Dr Beyers Naude,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Removed by local authority at least once a week,8132,84.8,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Removed by local authority less often,108,1.1,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Communal refuse dump,84,0.9,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Communal container/central collection point,176,1.8,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Own refuse dump,954,9.9,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,No Rubbish Disposal,44,0.5,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kou-Kamma,Other,95,1.0,Eastern Cape,Sarah Baartman,Kou-Kamma,DsRefuseDisposals
Census 2022,Municipality,Kouga,Removed by local authority at least once a week,24652,86.0,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,Removed by local authority less often,234,0.8,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,Communal refuse dump,198,0.7,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,Communal container/central collection point,2522,8.8,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,Own refuse dump,332,1.2,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,No Rubbish Disposal,561,2.0,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Kouga,Other,182,0.6,Eastern Cape,Sarah Baartman,Kouga,DsRefuseDisposals
Census 2022,Municipality,Makana,Removed by local authority at least once a week,25200,86.2,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,Removed by local authority less often,461,1.6,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,Communal refuse dump,259,0.9,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,Communal container/central collection point,1712,5.9,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,Own refuse dump,874,3.0,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,No Rubbish Disposal,613,2.1,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Makana,Other,121,0.4,Eastern Cape,Sarah Baartman,Makana,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Removed by local authority at least once a week,29268,90.2,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Removed by local authority less often,172,0.5,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Communal refuse dump,346,1.1,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Communal container/central collection point,781,2.4,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Own refuse dump,1368,4.2,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,No Rubbish Disposal,376,1.2,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Ndlambe,Other,129,0.4,Eastern Cape,Sarah Baartman,Ndlambe,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Removed by local authority at least once a week,14663,77.1,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Removed by local authority less often,572,3.0,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Communal refuse dump,134,0.7,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Communal container/central collection point,466,2.5,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Own refuse dump,2660,14.0,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,No Rubbish Disposal,330,1.7,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Sundays River Valley,Other,192,1.0,Eastern Cape,Sarah Baartman,Sundays River Valley,DsRefuseDisposals
Census 2022,Municipality,Mafube,Removed by local authority at least once a week,12007,71.1,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,Removed by local authority less often,599,3.5,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,Communal refuse dump,794,4.7,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,Communal container/central collection point,416,2.5,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,Own refuse dump,2407,14.2,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,No Rubbish Disposal,614,3.6,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Mafube,Other,58,0.3,Free State,Fezile Dabi,Mafube,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Removed by local authority at least once a week,39069,79.6,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Removed by local authority less often,308,0.6,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Communal refuse dump,1155,2.4,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Communal container/central collection point,3616,7.4,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Own refuse dump,2810,5.7,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,No Rubbish Disposal,1922,3.9,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Metsimaholo,Other,181,0.4,Free State,Fezile Dabi,Metsimaholo,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Removed by local authority at least once a week,37741,88.2,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Removed by local authority less often,219,0.5,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Communal refuse dump,95,0.2,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Communal container/central collection point,2240,5.2,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Own refuse dump,1737,4.1,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,No Rubbish Disposal,645,1.5,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Moqhaka,Other,114,0.3,Free State,Fezile Dabi,Moqhaka,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Removed by local authority at least once a week,32423,88.1,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Removed by local authority less often,394,1.1,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Communal refuse dump,99,0.3,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Communal container/central collection point,1265,3.4,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Own refuse dump,1553,4.2,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,No Rubbish Disposal,986,2.7,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Ngwathe,Other,74,0.2,Free State,Fezile Dabi,Ngwathe,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Removed by local authority at least once a week,14147,79.2,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Removed by local authority less often,396,2.2,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Communal refuse dump,74,0.4,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Communal container/central collection point,616,3.5,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Own refuse dump,2345,13.1,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,No Rubbish Disposal,247,1.4,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Masilonyana,Other,28,0.2,Free State,Lejweleputswa,Masilonyana,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Removed by local authority at least once a week,81371,64.5,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Removed by local authority less often,5922,4.7,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Communal refuse dump,2907,2.3,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Communal container/central collection point,3363,2.7,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Own refuse dump,19429,15.4,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,No Rubbish Disposal,12218,9.7,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Matjhabeng,Other,857,0.7,Free State,Lejweleputswa,Matjhabeng,DsRefuseDisposals
Census 2022,Municipality,Nala,Removed by local authority at least once a week,15348,66.7,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,Removed by local authority less often,797,3.5,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,Communal refuse dump,184,0.8,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,Communal container/central collection point,527,2.3,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,Own refuse dump,4035,17.5,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,No Rubbish Disposal,2095,9.1,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Nala,Other,41,0.2,Free State,Lejweleputswa,Nala,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Removed by local authority at least once a week,3694,45.8,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Removed by local authority less often,42,0.5,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Communal refuse dump,512,6.4,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Communal container/central collection point,206,2.6,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Own refuse dump,1728,21.4,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,No Rubbish Disposal,1860,23.1,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tokologo,Other,18,0.2,Free State,Lejweleputswa,Tokologo,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Removed by local authority at least once a week,11575,78.2,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Removed by local authority less often,306,2.1,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Communal refuse dump,85,0.6,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Communal container/central collection point,888,6.0,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Own refuse dump,1685,11.4,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,No Rubbish Disposal,231,1.6,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Tswelopele,Other,27,0.2,Free State,Lejweleputswa,Tswelopele,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Removed by local authority at least once a week,135476,59.1,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Removed by local authority less often,6205,2.7,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Communal refuse dump,7653,3.3,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Communal container/central collection point,4888,2.1,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Own refuse dump,48216,21.0,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,No Rubbish Disposal,25027,10.9,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Mangaung,Other,1959,0.9,Free State,Mangaung,Mangaung,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Removed by local authority at least once a week,32943,79.4,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Removed by local authority less often,1598,3.9,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Communal refuse dump,1074,2.6,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Communal container/central collection point,1774,4.3,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Own refuse dump,2994,7.2,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,No Rubbish Disposal,925,2.2,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Dihlabeng,Other,161,0.4,Free State,Thabo Mofutsanyane,Dihlabeng,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Removed by local authority at least once a week,35621,30.9,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Removed by local authority less often,922,0.8,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Communal refuse dump,3979,3.5,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Communal container/central collection point,445,0.4,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Own refuse dump,60810,52.8,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,No Rubbish Disposal,12683,11.0,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Maluti a Phofung,Other,691,0.6,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Removed by local authority at least once a week,11995,75.1,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Removed by local authority less often,282,1.8,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Communal refuse dump,76,0.5,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Communal container/central collection point,284,1.8,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Own refuse dump,2305,14.4,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,No Rubbish Disposal,998,6.2,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Mantsopa,Other,43,0.3,Free State,Thabo Mofutsanyane,Mantsopa,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Removed by local authority at least once a week,11720,59.4,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Removed by local authority less often,650,3.3,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Communal refuse dump,714,3.6,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Communal container/central collection point,732,3.7,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Own refuse dump,4080,20.7,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,No Rubbish Disposal,1778,9.0,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Nketoana,Other,64,0.3,Free State,Thabo Mofutsanyane,Nketoana,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Removed by local authority at least once a week,10835,69.4,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Removed by local authority less often,576,3.7,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Communal refuse dump,399,2.6,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Communal container/central collection point,165,1.1,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Own refuse dump,2418,15.5,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,No Rubbish Disposal,1100,7.1,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Phumelela,Other,112,0.7,Free State,Thabo Mofutsanyane,Phumelela,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Removed by local authority at least once a week,26220,71.9,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Removed by local authority less often,1528,4.2,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Communal refuse dump,392,1.1,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Communal container/central collection point,1972,5.4,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Own refuse dump,4651,12.8,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,No Rubbish Disposal,1539,4.2,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Setsoto,Other,169,0.5,Free State,Thabo Mofutsanyane,Setsoto,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Removed by local authority at least once a week,10086,69.2,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Removed by local authority less often,674,4.6,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Communal refuse dump,291,2.0,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Communal container/central collection point,233,1.6,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Own refuse dump,3035,20.8,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,No Rubbish Disposal,213,1.5,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Kopanong,Other,47,0.3,Free State,Xhariep,Kopanong,DsRefuseDisposals
Census 2022,Municipality,Letsemeng,Removed by local authority at least once a week,7441,68.0,Free State,Xhariep,Letsemeng,DsRefuseDisposals
Census 2022,Municipality,Letsemeng,Removed by local authority less often,244,2.2,Free State,Xhariep,Letsemeng,DsRefuseDisposals
Census 2022,Municipality,Letsemeng,Communal refuse dump,547,5.0,Free State,Xhariep,Letsemeng,DsRefuseDisposals
