timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Maphumulo,Flush toilet,16.5,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Maphumulo,Chemical toilet,7.5,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Maphumulo,Pit toilet,65.0,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Maphumulo,Bucket toilet,0.9,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Maphumulo,Other,7.3,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Maphumulo,None,2.8,KwaZulu-Natal,iLembe,Maphumulo,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,Flush toilet,22.2,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,Chemical toilet,15.8,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,Pit toilet,49.4,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,Bucket toilet,2.1,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,Other,7.8,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Ndwedwe,None,2.7,KwaZulu-Natal,iLembe,Ndwedwe,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,Flush toilet,26.0,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,Chemical toilet,12.3,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,Pit toilet,52.7,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,Bucket toilet,1.1,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,Other,5.2,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mfolozi,None,2.7,KwaZulu-Natal,King Cetshwayo,Mfolozi,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,Flush toilet,37.3,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,Chemical toilet,19.3,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,Pit toilet,29.4,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,Bucket toilet,3.7,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,Other,4.4,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Mthonjaneni,None,6.0,KwaZulu-Natal,King Cetshwayo,Mthonjaneni,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,Flush toilet,16.7,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,Chemical toilet,12.1,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,Pit toilet,64.6,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,Bucket toilet,1.0,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,Other,3.0,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,Nkandla,None,2.5,KwaZulu-Natal,King Cetshwayo,Nkandla,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,Flush toilet,62.5,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,Chemical toilet,7.7,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,Pit toilet,28.5,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,Bucket toilet,0.2,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,Other,0.5,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMhlathuze,None,0.7,KwaZulu-Natal,King Cetshwayo,uMhlathuze,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,Flush toilet,30.9,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,Chemical toilet,12.9,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,Pit toilet,46.3,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,Bucket toilet,1.2,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,Other,6.0,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,uMlalazi,None,2.7,KwaZulu-Natal,King Cetshwayo,uMlalazi,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,Flush toilet,43.7,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,Chemical toilet,7.5,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,Pit toilet,42.8,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,Bucket toilet,1.3,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,Other,3.1,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Ray Nkonyeni,None,1.7,KwaZulu-Natal,Ugu,Ray Nkonyeni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,Flush toilet,43.7,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,Chemical toilet,11.2,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,Pit toilet,35.8,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,Bucket toilet,5.5,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,Other,3.3,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,Umdoni,None,0.6,KwaZulu-Natal,Ugu,Umdoni,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,Flush toilet,23.6,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,Chemical toilet,3.1,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,Pit toilet,64.7,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,Bucket toilet,0.1,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,Other,5.9,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,uMuziwabantu,None,2.6,KwaZulu-Natal,Ugu,uMuziwabantu,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,Flush toilet,20.6,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,Chemical toilet,13.1,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,Pit toilet,55.8,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,Bucket toilet,1.2,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,Other,7.6,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Umzumbe,None,1.7,KwaZulu-Natal,Ugu,Umzumbe,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,Flush toilet,15.8,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,Chemical toilet,0.8,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,Pit toilet,71.4,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,Bucket toilet,0.3,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,Other,11.2,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Impendle,None,0.6,KwaZulu-Natal,Umgungundlovu,Impendle,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,Flush toilet,25.3,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,Chemical toilet,11.9,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,Pit toilet,58.3,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,Bucket toilet,0.2,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,Other,1.7,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mkhambathini,None,2.6,KwaZulu-Natal,Umgungundlovu,Mkhambathini,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,Flush toilet,80.2,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,Chemical toilet,1.9,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,Pit toilet,14.7,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,Bucket toilet,0.6,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,Other,2.2,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Mpofana,None,0.4,KwaZulu-Natal,Umgungundlovu,Mpofana,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,Flush toilet,22.7,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,Chemical toilet,12.2,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,Pit toilet,62.5,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,Bucket toilet,0.1,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,Other,1.0,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,Richmond,None,1.6,KwaZulu-Natal,Umgungundlovu,Richmond,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,Flush toilet,63.0,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,Chemical toilet,3.5,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,Pit toilet,30.7,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,Bucket toilet,0.4,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,Other,1.9,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,The Msunduzi,None,0.6,KwaZulu-Natal,Umgungundlovu,The Msunduzi,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,Flush toilet,83.0,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,Chemical toilet,1.6,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,Pit toilet,11.1,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,Bucket toilet,1.6,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,Other,1.4,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMngeni,None,1.3,KwaZulu-Natal,Umgungundlovu,uMngeni,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,Flush toilet,32.1,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,Chemical toilet,4.6,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,Pit toilet,54.1,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,Bucket toilet,0.9,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,Other,5.4,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,uMshwathi,None,3.0,KwaZulu-Natal,Umgungundlovu,uMshwathi,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,Flush toilet,20.3,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,Chemical toilet,11.0,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,Pit toilet,53.0,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,Bucket toilet,2.1,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,Other,6.1,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Big Five Hlabisa,None,7.5,KwaZulu-Natal,Umkhanyakude,Big Five Hlabisa,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,Flush toilet,24.1,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,Chemical toilet,11.0,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,Pit toilet,53.4,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,Bucket toilet,1.9,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,Other,5.9,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Jozini,None,3.6,KwaZulu-Natal,Umkhanyakude,Jozini,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,Flush toilet,29.8,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,Chemical toilet,16.6,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,Pit toilet,42.4,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,Bucket toilet,2.8,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,Other,4.6,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Mtubatuba,None,3.9,KwaZulu-Natal,Umkhanyakude,Mtubatuba,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,Flush toilet,26.0,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,Chemical toilet,14.7,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,Pit toilet,50.4,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,Bucket toilet,1.1,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,Other,3.7,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Umhlabuyalingana,None,4.1,KwaZulu-Natal,Umkhanyakude,Umhlabuyalingana,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,Flush toilet,81.9,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,Chemical toilet,0.9,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,Pit toilet,13.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,Bucket toilet,0.9,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,Other,2.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Endumeni,None,1.1,KwaZulu-Natal,Umzinyathi,Endumeni,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,Flush toilet,12.0,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,Chemical toilet,11.0,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,Pit toilet,65.5,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,Bucket toilet,1.5,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,Other,1.6,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Msinga,None,8.5,KwaZulu-Natal,Umzinyathi,Msinga,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,Flush toilet,20.1,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,Chemical toilet,8.9,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,Pit toilet,58.9,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,Bucket toilet,1.8,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,Other,6.3,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Nqutu,None,4.0,KwaZulu-Natal,Umzinyathi,Nqutu,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,Flush toilet,40.6,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,Chemical toilet,10.3,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,Pit toilet,34.0,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,Bucket toilet,2.4,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,Other,9.1,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Umvoti,None,3.6,KwaZulu-Natal,Umzinyathi,Umvoti,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,Flush toilet,59.5,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,Chemical toilet,3.6,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,Pit toilet,32.7,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,Bucket toilet,0.7,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,Other,2.5,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Alfred Duma,None,1.0,KwaZulu-Natal,Uthukela,Alfred Duma,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,Flush toilet,33.3,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,Chemical toilet,9.7,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,Pit toilet,48.3,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,Bucket toilet,0.7,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,Other,5.1,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Inkosi Langalibalele,None,2.9,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,Flush toilet,26.1,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,Chemical toilet,5.9,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,Pit toilet,60.1,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,Bucket toilet,1.1,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,Other,3.9,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Okhahlamba,None,2.8,KwaZulu-Natal,Uthukela,Okhahlamba,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,Flush toilet,54.0,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,Chemical toilet,4.8,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,Pit toilet,32.1,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,Bucket toilet,2.4,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,Other,4.2,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,Abaqulusi,None,2.6,KwaZulu-Natal,Zululand,Abaqulusi,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,Flush toilet,24.7,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,Chemical toilet,10.8,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,Pit toilet,60.3,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,Bucket toilet,0.8,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,Other,0.8,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,eDumbe,None,2.6,KwaZulu-Natal,Zululand,eDumbe,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,Flush toilet,17.8,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,Chemical toilet,17.6,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,Pit toilet,44.7,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,Bucket toilet,1.8,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,Other,8.2,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Nongoma,None,9.9,KwaZulu-Natal,Zululand,Nongoma,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,Flush toilet,38.6,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,Chemical toilet,12.9,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,Pit toilet,35.6,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,Bucket toilet,2.1,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,Other,8.6,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,Ulundi,None,2.2,KwaZulu-Natal,Zululand,Ulundi,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,Flush toilet,32.3,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,Chemical toilet,7.6,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,Pit toilet,49.1,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,Bucket toilet,0.7,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,Other,5.1,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,uPhongolo,None,5.4,KwaZulu-Natal,Zululand,uPhongolo,DsMainToiletFacilitys
Census 2022,Municipality,Blouberg,Flush toilet,30.9,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
Census 2022,Municipality,Blouberg,Chemical toilet,1.0,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
Census 2022,Municipality,Blouberg,Pit toilet,62.3,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
Census 2022,Municipality,Blouberg,Bucket toilet,1.9,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
Census 2022,Municipality,Blouberg,Other,1.8,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
