timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Metsimaholo,Pit toilet,11.1,Free State,Fezile Dabi,Metsimaholo,DsMainToiletFacilitys
Census 2022,Municipality,Metsimaholo,Bucket toilet,3.1,Free State,Fezile Dabi,Metsimaholo,DsMainToiletFacilitys
Census 2022,Municipality,Metsimaholo,Other,0.2,Free State,Fezile Dabi,Metsimaholo,DsMainToiletFacilitys
Census 2022,Municipality,Metsimaholo,None,0.9,Free State,Fezile Dabi,Metsimaholo,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,Flush toilet,91.7,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,Chemical toilet,0.9,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,Pit toilet,5.0,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,Bucket toilet,1.4,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,Other,0.2,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Moqhaka,None,0.8,Free State,Fezile Dabi,Moqhaka,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,Flush toilet,89.2,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,Chemical toilet,0.2,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,Pit toilet,5.2,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,Bucket toilet,4.2,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,Other,0.6,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Ngwathe,None,0.7,Free State,Fezile Dabi,Ngwathe,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,Flush toilet,90.5,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,Chemical toilet,0.2,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,Pit toilet,2.6,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,Bucket toilet,4.8,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,Other,0.7,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Masilonyana,None,1.1,Free State,Lejweleputswa,Masilonyana,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,Flush toilet,87.1,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,Chemical toilet,0.2,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,Pit toilet,7.9,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,Bucket toilet,2.4,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,Other,0.8,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Matjhabeng,None,1.6,Free State,Lejweleputswa,Matjhabeng,DsMainToiletFacilitys
Census 2022,Municipality,Nala,Flush toilet,88.5,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Nala,Chemical toilet,0.3,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Nala,Pit toilet,4.7,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Nala,Bucket toilet,5.2,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Nala,Other,0.3,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Nala,None,1.0,Free State,Lejweleputswa,Nala,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,Flush toilet,61.2,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,Chemical toilet,4.5,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,Pit toilet,22.7,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,Bucket toilet,7.2,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,Other,1.7,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tokologo,None,2.6,Free State,Lejweleputswa,Tokologo,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,Flush toilet,83.2,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,Chemical toilet,1.1,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,Pit toilet,10.9,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,Bucket toilet,1.6,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,Other,0.5,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Tswelopele,None,2.7,Free State,Lejweleputswa,Tswelopele,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,Flush toilet,71.0,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,Chemical toilet,0.7,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,Pit toilet,22.0,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,Bucket toilet,3.3,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,Other,0.7,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Mangaung,None,2.4,Free State,Mangaung,Mangaung,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,Flush toilet,91.2,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,Chemical toilet,0.4,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,Pit toilet,6.1,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,Bucket toilet,1.4,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,Other,0.3,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Dihlabeng,None,0.5,Free State,Thabo Mofutsanyane,Dihlabeng,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,Flush toilet,42.9,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,Chemical toilet,3.5,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,Pit toilet,46.5,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,Bucket toilet,2.8,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,Other,2.7,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Maluti a Phofung,None,1.6,Free State,Thabo Mofutsanyane,Maluti a Phofung,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,Flush toilet,87.5,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,Chemical toilet,2.6,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,Pit toilet,4.3,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,Bucket toilet,2.5,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,Other,0.3,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Mantsopa,None,2.8,Free State,Thabo Mofutsanyane,Mantsopa,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,Flush toilet,76.7,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,Chemical toilet,3.6,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,Pit toilet,8.3,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,Bucket toilet,8.3,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,Other,1.4,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Nketoana,None,1.6,Free State,Thabo Mofutsanyane,Nketoana,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,Flush toilet,75.1,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,Chemical toilet,1.6,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,Pit toilet,14.5,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,Bucket toilet,1.9,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,Other,4.9,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Phumelela,None,2.1,Free State,Thabo Mofutsanyane,Phumelela,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,Flush toilet,78.3,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,Chemical toilet,0.5,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,Pit toilet,4.6,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,Bucket toilet,14.3,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,Other,0.6,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Setsoto,None,1.6,Free State,Thabo Mofutsanyane,Setsoto,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,Flush toilet,96.0,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,Chemical toilet,0.0,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,Pit toilet,0.9,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,Bucket toilet,0.4,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,Other,0.3,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Kopanong,None,2.4,Free State,Xhariep,Kopanong,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,Flush toilet,82.5,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,Chemical toilet,0.7,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,Pit toilet,8.0,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,Bucket toilet,4.3,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,Other,0.2,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Letsemeng,None,4.2,Free State,Xhariep,Letsemeng,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,Flush toilet,86.6,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,Chemical toilet,1.2,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,Pit toilet,4.5,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,Bucket toilet,4.9,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,Other,0.6,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,Mohokare,None,2.2,Free State,Xhariep,Mohokare,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,Flush toilet,93.0,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,Chemical toilet,1.2,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,Pit toilet,3.4,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,Bucket toilet,2.0,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,Other,0.2,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Johannesburg,None,0.3,Gauteng,City of Johannesburg,City of Johannesburg,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,Flush toilet,81.5,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,Chemical toilet,1.0,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,Pit toilet,14.2,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,Bucket toilet,2.2,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,Other,0.3,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,City of Tshwane,None,0.7,Gauteng,City of Tshwane,City of Tshwane,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,Flush toilet,91.2,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,Chemical toilet,2.6,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,Pit toilet,1.7,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,Bucket toilet,4.1,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,Other,0.1,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Ekurhuleni,None,0.4,Gauteng,Ekurhuleni,Ekurhuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,Flush toilet,95.2,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,Chemical toilet,0.6,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,Pit toilet,2.3,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,Bucket toilet,1.2,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,Other,0.1,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Emfuleni,None,0.5,Gauteng,Sedibeng,Emfuleni,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,Flush toilet,97.0,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,Chemical toilet,0.1,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,Pit toilet,2.5,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,Bucket toilet,0.2,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,Other,0.1,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Lesedi,None,0.1,Gauteng,Sedibeng,Lesedi,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,Flush toilet,94.1,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,Chemical toilet,1.3,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,Pit toilet,2.1,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,Bucket toilet,1.8,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,Other,0.2,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Midvaal,None,0.3,Gauteng,Sedibeng,Midvaal,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,Flush toilet,94.1,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,Chemical toilet,0.1,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,Pit toilet,3.8,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,Bucket toilet,1.3,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,Other,0.4,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Merafong City,None,0.3,Gauteng,West Rand,Merafong City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,Flush toilet,89.4,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,Chemical toilet,3.5,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,Pit toilet,4.0,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,Bucket toilet,2.5,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,Other,0.4,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Mogale City,None,0.3,Gauteng,West Rand,Mogale City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,Flush toilet,90.3,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,Chemical toilet,1.1,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,Pit toilet,5.9,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,Bucket toilet,1.7,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,Other,0.2,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Rand West City,None,0.8,Gauteng,West Rand,Rand West City,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,Flush toilet,23.8,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,Chemical toilet,5.0,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,Pit toilet,68.1,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,Bucket toilet,0.9,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,Other,0.9,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Dannhauser,None,1.4,KwaZulu-Natal,Amajuba,Dannhauser,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,Flush toilet,43.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,Chemical toilet,5.9,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,Pit toilet,46.3,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,Bucket toilet,0.2,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,Other,2.5,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Emadlangeni,None,2.0,KwaZulu-Natal,Amajuba,Emadlangeni,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,Flush toilet,75.6,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,Chemical toilet,2.2,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,Pit toilet,19.1,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,Bucket toilet,0.9,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,Other,0.7,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,Newcastle,None,1.5,KwaZulu-Natal,Amajuba,Newcastle,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,Flush toilet,80.4,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,Chemical toilet,5.8,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,Pit toilet,10.3,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,Bucket toilet,1.2,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,Other,1.2,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,eThekwini,None,1.1,KwaZulu-Natal,eThekwini,eThekwini,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Flush toilet,31.5,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Chemical toilet,9.4,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Pit toilet,54.5,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Bucket toilet,0.6,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,Other,3.1,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Dr Nkosazana Dlamini Zuma,None,0.8,KwaZulu-Natal,Harry Gwala,Dr Nkosazana Dlamini Zuma,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,Flush toilet,79.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,Chemical toilet,7.5,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,Pit toilet,9.6,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,Bucket toilet,1.2,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,Other,1.1,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Greater Kokstad,None,1.1,KwaZulu-Natal,Harry Gwala,Greater Kokstad,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,Flush toilet,24.9,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,Chemical toilet,8.8,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,Pit toilet,59.5,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,Bucket toilet,0.5,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,Other,3.2,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Ubuhlebezwe,None,3.1,KwaZulu-Natal,Harry Gwala,Ubuhlebezwe,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,Flush toilet,24.8,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,Chemical toilet,6.8,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,Pit toilet,56.5,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,Bucket toilet,0.7,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,Other,7.0,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,Umzimkhulu,None,4.1,KwaZulu-Natal,Harry Gwala,Umzimkhulu,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,Flush toilet,58.0,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,Chemical toilet,8.0,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,Pit toilet,31.7,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,Bucket toilet,0.3,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,Other,1.3,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,KwaDukuza,None,0.7,KwaZulu-Natal,iLembe,KwaDukuza,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,Flush toilet,43.4,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,Chemical toilet,9.4,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,Pit toilet,40.9,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,Bucket toilet,2.9,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,Other,1.3,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
Census 2022,Municipality,Mandeni,None,2.1,KwaZulu-Natal,iLembe,Mandeni,DsMainToiletFacilitys
