timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Municipality,Lepele-Nkumpi,MALE,132447,46.6,,,,,Limpopo,Capricorn,Lepele-Nkumpi,DsSexes
Census 2022,Municipality,Lepele-Nkumpi,FEMALE,151958,53.4,,,,,Limpopo,Capricorn,Lepele-Nkumpi,DsSexes
Census 2022,Municipality,Molemole,MALE,59161,46.5,,,,,Limpopo,Capricorn,Molemole,DsSexes
Census 2022,Municipality,Molemole,FEMALE,67969,53.5,,,,,Limpopo,Capricorn,Molemole,DsSexes
Census 2022,Municipality,Polokwane,MALE,406945,48.2,,,,,Limpopo,Capricorn,Polokwane,DsSexes
Census 2022,Municipality,Polokwane,FEMALE,436514,51.8,,,,,Limpopo,Capricorn,Polokwane,DsSexes
Census 2022,Municipality,Ba-Phalaborwa,MALE,90254,47.9,,,,,Limpopo,Mopani,Ba-Phalaborwa,DsSexes
Census 2022,Municipality,Ba-Phalaborwa,FEMALE,98348,52.1,,,,,Limpopo,Mopani,Ba-Phalaborwa,DsSexes
Census 2022,Municipality,Greater Giyani,MALE,143873,45.4,,,,,Limpopo,Mopani,Greater Giyani,DsSexes
Census 2022,Municipality,Greater Giyani,FEMALE,172968,54.6,,,,,Limpopo,Mopani,Greater Giyani,DsSexes
Census 2022,Municipality,Greater Letaba,MALE,117818,45.1,,,,,Limpopo,Mopani,Greater Letaba,DsSexes
Census 2022,Municipality,Greater Letaba,FEMALE,143220,54.9,,,,,Limpopo,Mopani,Greater Letaba,DsSexes
Census 2022,Municipality,Greater Tzaneen,MALE,223101,46.6,,,,,Limpopo,Mopani,Greater Tzaneen,DsSexes
Census 2022,Municipality,Greater Tzaneen,FEMALE,255152,53.4,,,,,Limpopo,Mopani,Greater Tzaneen,DsSexes
Census 2022,Municipality,Maruleng,MALE,59477,46.4,,,,,Limpopo,Mopani,Maruleng,DsSexes
Census 2022,Municipality,Maruleng,FEMALE,68660,53.6,,,,,Limpopo,Mopani,Maruleng,DsSexes
Census 2022,Municipality,Elias Motsoaledi,MALE,135762,47.1,,,,,Limpopo,Sekhukhune,Elias Motsoaledi,DsSexes
Census 2022,Municipality,Elias Motsoaledi,FEMALE,152287,52.9,,,,,Limpopo,Sekhukhune,Elias Motsoaledi,DsSexes
Census 2022,Municipality,Ephraim Mogale,MALE,62367,47.1,,,,,Limpopo,Sekhukhune,Ephraim Mogale,DsSexes
Census 2022,Municipality,Ephraim Mogale,FEMALE,70101,52.9,,,,,Limpopo,Sekhukhune,Ephraim Mogale,DsSexes
Census 2022,Municipality,Fetakgomo Tubatse,MALE,275658,47.9,,,,,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsSexes
Census 2022,Municipality,Fetakgomo Tubatse,FEMALE,300302,52.1,,,,,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsSexes
Census 2022,Municipality,Makhuduthamaga,MALE,155771,45.8,,,,,Limpopo,Sekhukhune,Makhuduthamaga,DsSexes
Census 2022,Municipality,Makhuduthamaga,FEMALE,184557,54.2,,,,,Limpopo,Sekhukhune,Makhuduthamaga,DsSexes
Census 2022,Municipality,Collins Chabane,MALE,201111,45.3,,,,,Limpopo,Vhembe,Collins Chabane,DsSexes
Census 2022,Municipality,Collins Chabane,FEMALE,242686,54.7,,,,,Limpopo,Vhembe,Collins Chabane,DsSexes
Census 2022,Municipality,Makhado,MALE,236215,47.0,,,,,Limpopo,Vhembe,Makhado,DsSexes
Census 2022,Municipality,Makhado,FEMALE,266182,53.0,,,,,Limpopo,Vhembe,Makhado,DsSexes
Census 2022,Municipality,Musina,MALE,68221,52.1,,,,,Limpopo,Vhembe,Musina,DsSexes
Census 2022,Municipality,Musina,FEMALE,62678,47.9,,,,,Limpopo,Vhembe,Musina,DsSexes
Census 2022,Municipality,Thulamela,MALE,268293,46.6,,,,,Limpopo,Vhembe,Thulamela,DsSexes
Census 2022,Municipality,Thulamela,FEMALE,307636,53.4,,,,,Limpopo,Vhembe,Thulamela,DsSexes
Census 2022,Municipality,Bela-Bela,MALE,31811,49.5,,,,,Limpopo,Waterberg,Bela-Bela,DsSexes
Census 2022,Municipality,Bela-Bela,FEMALE,32496,50.5,,,,,Limpopo,Waterberg,Bela-Bela,DsSexes
Census 2022,Municipality,Lephalale,MALE,62761,50.1,,,,,Limpopo,Waterberg,Lephalale,DsSexes
Census 2022,Municipality,Lephalale,FEMALE,62437,49.9,,,,,Limpopo,Waterberg,Lephalale,DsSexes
Census 2022,Municipality,Modimolle-Mookgophong,MALE,64950,49.9,,,,,Limpopo,Waterberg,Modimolle-Mookgophong,DsSexes
Census 2022,Municipality,Modimolle-Mookgophong,FEMALE,65164,50.1,,,,,Limpopo,Waterberg,Modimolle-Mookgophong,DsSexes
Census 2022,Municipality,Mogalakwena,MALE,180531,47.7,,,,,Limpopo,Waterberg,Mogalakwena,DsSexes
Census 2022,Municipality,Mogalakwena,FEMALE,197667,52.3,,,,,Limpopo,Waterberg,Mogalakwena,DsSexes
Census 2022,Municipality,Thabazimbi,MALE,34913,53.7,,,,,Limpopo,Waterberg,Thabazimbi,DsSexes
Census 2022,Municipality,Thabazimbi,FEMALE,30134,46.3,,,,,Limpopo,Waterberg,Thabazimbi,DsSexes
Census 2022,Municipality,Bushbuckridge,MALE,343292,45.7,,,,,Mpumalanga,Ehlanzeni,Bushbuckridge,DsSexes
Census 2022,Municipality,Bushbuckridge,FEMALE,407529,54.3,,,,,Mpumalanga,Ehlanzeni,Bushbuckridge,DsSexes
Census 2022,Municipality,City of Mbombela,MALE,395832,48.3,,,,,Mpumalanga,Ehlanzeni,City of Mbombela,DsSexes
Census 2022,Municipality,City of Mbombela,FEMALE,423093,51.7,,,,,Mpumalanga,Ehlanzeni,City of Mbombela,DsSexes
Census 2022,Municipality,Nkomazi,MALE,278082,47.0,,,,,Mpumalanga,Ehlanzeni,Nkomazi,DsSexes
Census 2022,Municipality,Nkomazi,FEMALE,313846,53.0,,,,,Mpumalanga,Ehlanzeni,Nkomazi,DsSexes
Census 2022,Municipality,Thaba Chweu,MALE,54093,49.5,,,,,Mpumalanga,Ehlanzeni,Thaba Chweu,DsSexes
Census 2022,Municipality,Thaba Chweu,FEMALE,55129,50.5,,,,,Mpumalanga,Ehlanzeni,Thaba Chweu,DsSexes
Census 2022,Municipality,Chief Albert Luthuli,MALE,115948,46.8,,,,,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsSexes
Census 2022,Municipality,Chief Albert Luthuli,FEMALE,131716,53.2,,,,,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsSexes
Census 2022,Municipality,Dipaleseng,MALE,17629,49.0,,,,,Mpumalanga,Gert Sibande,Dipaleseng,DsSexes
Census 2022,Municipality,Dipaleseng,FEMALE,18351,51.0,,,,,Mpumalanga,Gert Sibande,Dipaleseng,DsSexes
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,MALE,55362,48.0,,,,,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsSexes
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,FEMALE,59942,52.0,,,,,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsSexes
Census 2022,Municipality,Govan Mbeki,MALE,155266,50.1,,,,,Mpumalanga,Gert Sibande,Govan Mbeki,DsSexes
Census 2022,Municipality,Govan Mbeki,FEMALE,154851,49.9,,,,,Mpumalanga,Gert Sibande,Govan Mbeki,DsSexes
Census 2022,Municipality,Lekwa,MALE,58334,48.7,,,,,Mpumalanga,Gert Sibande,Lekwa,DsSexes
Census 2022,Municipality,Lekwa,FEMALE,61335,51.3,,,,,Mpumalanga,Gert Sibande,Lekwa,DsSexes
Census 2022,Municipality,Mkhondo,MALE,119729,46.9,,,,,Mpumalanga,Gert Sibande,Mkhondo,DsSexes
Census 2022,Municipality,Mkhondo,FEMALE,135682,53.1,,,,,Mpumalanga,Gert Sibande,Mkhondo,DsSexes
Census 2022,Municipality,Msukaligwa,MALE,97031,48.7,,,,,Mpumalanga,Gert Sibande,Msukaligwa,DsSexes
Census 2022,Municipality,Msukaligwa,FEMALE,102284,51.3,,,,,Mpumalanga,Gert Sibande,Msukaligwa,DsSexes
Census 2022,Municipality,Dr JS Moroka,MALE,153912,47.4,,,,,Mpumalanga,Nkangala,Dr JS Moroka,DsSexes
Census 2022,Municipality,Dr JS Moroka,FEMALE,170943,52.6,,,,,Mpumalanga,Nkangala,Dr JS Moroka,DsSexes
Census 2022,Municipality,Emakhazeni,MALE,24271,48.4,,,,,Mpumalanga,Nkangala,Emakhazeni,DsSexes
Census 2022,Municipality,Emakhazeni,FEMALE,25894,51.6,,,,,Mpumalanga,Nkangala,Emakhazeni,DsSexes
Census 2022,Municipality,Emalahleni,MALE,220379,50.8,,,,,Mpumalanga,Nkangala,Emalahleni,DsSexes
Census 2022,Municipality,Emalahleni,FEMALE,213859,49.2,,,,,Mpumalanga,Nkangala,Emalahleni,DsSexes
Census 2022,Municipality,Steve Tshwete,MALE,120304,49.7,,,,,Mpumalanga,Nkangala,Steve Tshwete,DsSexes
Census 2022,Municipality,Steve Tshwete,FEMALE,121726,50.3,,,,,Mpumalanga,Nkangala,Steve Tshwete,DsSexes
Census 2022,Municipality,Thembisile,MALE,206177,47.8,,,,,Mpumalanga,Nkangala,Thembisile,DsSexes
Census 2022,Municipality,Thembisile,FEMALE,225070,52.2,,,,,Mpumalanga,Nkangala,Thembisile,DsSexes
Census 2022,Municipality,Victor Khanye,MALE,53973,50.8,,,,,Mpumalanga,Nkangala,Victor Khanye,DsSexes
Census 2022,Municipality,Victor Khanye,FEMALE,52175,49.2,,,,,Mpumalanga,Nkangala,Victor Khanye,DsSexes
Census 2022,Municipality,Kgetlengrivier,MALE,27069,49.4,,,,,North West,Bojanala,Kgetlengrivier,DsSexes
Census 2022,Municipality,Kgetlengrivier,FEMALE,27691,50.6,,,,,North West,Bojanala,Kgetlengrivier,DsSexes
Census 2022,Municipality,Madibeng,MALE,264904,50.7,,,,,North West,Bojanala,Madibeng,DsSexes
Census 2022,Municipality,Madibeng,FEMALE,257662,49.3,,,,,North West,Bojanala,Madibeng,DsSexes
Census 2022,Municipality,Moretele,MALE,108333,49.4,,,,,North West,Bojanala,Moretele,DsSexes
Census 2022,Municipality,Moretele,FEMALE,110787,50.6,,,,,North West,Bojanala,Moretele,DsSexes
Census 2022,Municipality,Moses Kotane,MALE,132741,50.0,,,,,North West,Bojanala,Moses Kotane,DsSexes
Census 2022,Municipality,Moses Kotane,FEMALE,132927,50.0,,,,,North West,Bojanala,Moses Kotane,DsSexes
Census 2022,Municipality,Rustenburg,MALE,292290,52.0,,,,,North West,Bojanala,Rustenburg,DsSexes
Census 2022,Municipality,Rustenburg,FEMALE,269741,48.0,,,,,North West,Bojanala,Rustenburg,DsSexes
Census 2022,Municipality,City of Matlosana,MALE,209074,48.5,,,,,North West,Dr Kenneth Kaunda,City of Matlosana,DsSexes
Census 2022,Municipality,City of Matlosana,FEMALE,222157,51.5,,,,,North West,Dr Kenneth Kaunda,City of Matlosana,DsSexes
Census 2022,Municipality,JB Marks,MALE,102652,48.3,,,,,North West,Dr Kenneth Kaunda,JB Marks,DsSexes
Census 2022,Municipality,JB Marks,FEMALE,110018,51.7,,,,,North West,Dr Kenneth Kaunda,JB Marks,DsSexes
Census 2022,Municipality,Maquassi Hills,MALE,43740,48.4,,,,,North West,Dr Kenneth Kaunda,Maquassi Hills,DsSexes
Census 2022,Municipality,Maquassi Hills,FEMALE,46563,51.6,,,,,North West,Dr Kenneth Kaunda,Maquassi Hills,DsSexes
Census 2022,Municipality,Greater Taung,MALE,98064,48.5,,,,,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsSexes
Census 2022,Municipality,Greater Taung,FEMALE,103945,51.5,,,,,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsSexes
Census 2022,Municipality,Kagisano/Molopo,MALE,53483,47.7,,,,,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsSexes
Census 2022,Municipality,Kagisano/Molopo,FEMALE,58647,52.3,,,,,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsSexes
Census 2022,Municipality,Lekwa-Teemane,MALE,29134,48.7,,,,,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsSexes
Census 2022,Municipality,Lekwa-Teemane,FEMALE,30681,51.3,,,,,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsSexes
Census 2022,Municipality,Mamusa,MALE,33923,48.1,,,,,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsSexes
Census 2022,Municipality,Mamusa,FEMALE,36560,51.9,,,,,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsSexes
Census 2022,Municipality,Naledi,MALE,30893,48.5,,,,,North West,Dr Ruth Segomotsi Mompati,Naledi,DsSexes
Census 2022,Municipality,Naledi,FEMALE,32862,51.5,,,,,North West,Dr Ruth Segomotsi Mompati,Naledi,DsSexes
Census 2022,Municipality,Ditsobotla,MALE,80218,48.9,,,,,North West,Ngaka Modiri Molema,Ditsobotla,DsSexes
Census 2022,Municipality,Ditsobotla,FEMALE,83959,51.1,,,,,North West,Ngaka Modiri Molema,Ditsobotla,DsSexes
Census 2022,Municipality,Mafikeng,MALE,174177,49.1,,,,,North West,Ngaka Modiri Molema,Mafikeng,DsSexes
Census 2022,Municipality,Mafikeng,FEMALE,180327,50.9,,,,,North West,Ngaka Modiri Molema,Mafikeng,DsSexes
Census 2022,Municipality,Ramotshere Moiloa,MALE,78617,48.6,,,,,North West,Ngaka Modiri Molema,Ramotshere Moiloa,DsSexes
Census 2022,Municipality,Ramotshere Moiloa,FEMALE,82987,51.4,,,,,North West,Ngaka Modiri Molema,Ramotshere Moiloa,DsSexes
Census 2022,Municipality,Ratlou,MALE,62364,48.4,,,,,North West,Ngaka Modiri Molema,Ratlou,DsSexes
Census 2022,Municipality,Ratlou,FEMALE,66403,51.6,,,,,North West,Ngaka Modiri Molema,Ratlou,DsSexes
Census 2022,Municipality,Tswaing,MALE,63195,49.1,,,,,North West,Ngaka Modiri Molema,Tswaing,DsSexes
Census 2022,Municipality,Tswaing,FEMALE,65477,50.9,,,,,North West,Ngaka Modiri Molema,Tswaing,DsSexes
Census 2022,Municipality,Dikgatlong,MALE,27517,48.3,,,,,Northern Cape,Frances Baard,Dikgatlong,DsSexes
Census 2022,Municipality,Dikgatlong,FEMALE,29449,51.7,,,,,Northern Cape,Frances Baard,Dikgatlong,DsSexes
Census 2022,Municipality,Magareng,MALE,12814,47.8,,,,,Northern Cape,Frances Baard,Magareng,DsSexes
Census 2022,Municipality,Magareng,FEMALE,14002,52.2,,,,,Northern Cape,Frances Baard,Magareng,DsSexes
Census 2022,Municipality,Phokwane,MALE,38403,47.7,,,,,Northern Cape,Frances Baard,Phokwane,DsSexes
Census 2022,Municipality,Phokwane,FEMALE,42079,52.3,,,,,Northern Cape,Frances Baard,Phokwane,DsSexes
Census 2022,Municipality,Sol Plaatje,MALE,129370,47.9,,,,,Northern Cape,Frances Baard,Sol Plaatje,DsSexes
Census 2022,Municipality,Sol Plaatje,FEMALE,140709,52.1,,,,,Northern Cape,Frances Baard,Sol Plaatje,DsSexes
Census 2022,Municipality,Ga-Segonyana,MALE,56318,47.9,,,,,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsSexes
Census 2022,Municipality,Ga-Segonyana,FEMALE,61136,52.1,,,,,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsSexes
Census 2022,Municipality,Gamagara,MALE,14809,50.1,,,,,Northern Cape,John Taolo Gaetsewe,Gamagara,DsSexes
Census 2022,Municipality,Gamagara,FEMALE,14771,49.9,,,,,Northern Cape,John Taolo Gaetsewe,Gamagara,DsSexes
Census 2022,Municipality,Joe Morolong,MALE,58039,46.3,,,,,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsSexes
Census 2022,Municipality,Joe Morolong,FEMALE,67381,53.7,,,,,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsSexes
Census 2022,Municipality,Hantam,MALE,10638,47.7,,,,,Northern Cape,Namakwa,Hantam,DsSexes
Census 2022,Municipality,Hantam,FEMALE,11643,52.3,,,,,Northern Cape,Namakwa,Hantam,DsSexes
Census 2022,Municipality,Kamiesberg,MALE,7437,49.2,,,,,Northern Cape,Namakwa,Kamiesberg,DsSexes
Census 2022,Municipality,Kamiesberg,FEMALE,7693,50.8,,,,,Northern Cape,Namakwa,Kamiesberg,DsSexes
Census 2022,Municipality,Karoo Hoogland,MALE,5683,48.6,,,,,Northern Cape,Namakwa,Karoo Hoogland,DsSexes
Census 2022,Municipality,Karoo Hoogland,FEMALE,6008,51.4,,,,,Northern Cape,Namakwa,Karoo Hoogland,DsSexes
Census 2022,Municipality,Khâi-Ma,MALE,4434,52.1,,,,,Northern Cape,Namakwa,Khâi-Ma,DsSexes
Census 2022,Municipality,Khâi-Ma,FEMALE,4076,47.9,,,,,Northern Cape,Namakwa,Khâi-Ma,DsSexes
Census 2022,Municipality,Nama Khoi,MALE,32590,48.6,,,,,Northern Cape,Namakwa,Nama Khoi,DsSexes
Census 2022,Municipality,Nama Khoi,FEMALE,34499,51.4,,,,,Northern Cape,Namakwa,Nama Khoi,DsSexes
Census 2022,Municipality,Richtersveld,MALE,12302,50.8,,,,,Northern Cape,Namakwa,Richtersveld,DsSexes
Census 2022,Municipality,Richtersveld,FEMALE,11933,49.2,,,,,Northern Cape,Namakwa,Richtersveld,DsSexes
Census 2022,Municipality,Emthanjeni,MALE,22375,48.0,,,,,Northern Cape,Pixley ka Seme,Emthanjeni,DsSexes
Census 2022,Municipality,Emthanjeni,FEMALE,24211,52.0,,,,,Northern Cape,Pixley ka Seme,Emthanjeni,DsSexes
Census 2022,Municipality,Kareeberg,MALE,5062,46.2,,,,,Northern Cape,Pixley ka Seme,Kareeberg,DsSexes
Census 2022,Municipality,Kareeberg,FEMALE,5899,53.8,,,,,Northern Cape,Pixley ka Seme,Kareeberg,DsSexes
Census 2022,Municipality,Renosterberg,MALE,5122,47.2,,,,,Northern Cape,Pixley ka Seme,Renosterberg,DsSexes
Census 2022,Municipality,Renosterberg,FEMALE,5721,52.8,,,,,Northern Cape,Pixley ka Seme,Renosterberg,DsSexes
Census 2022,Municipality,Siyancuma,MALE,26097,49.1,,,,,Northern Cape,Pixley ka Seme,Siyancuma,DsSexes
Census 2022,Municipality,Siyancuma,FEMALE,27068,50.9,,,,,Northern Cape,Pixley ka Seme,Siyancuma,DsSexes
Census 2022,Municipality,Siyathemba,MALE,13457,49.7,,,,,Northern Cape,Pixley ka Seme,Siyathemba,DsSexes
Census 2022,Municipality,Siyathemba,FEMALE,13645,50.3,,,,,Northern Cape,Pixley ka Seme,Siyathemba,DsSexes
Census 2022,Municipality,Thembelihle,MALE,10807,47.9,,,,,Northern Cape,Pixley ka Seme,Thembelihle,DsSexes
Census 2022,Municipality,Thembelihle,FEMALE,11735,52.1,,,,,Northern Cape,Pixley ka Seme,Thembelihle,DsSexes
Census 2022,Municipality,Ubuntu,MALE,7665,48.4,,,,,Northern Cape,Pixley ka Seme,Ubuntu,DsSexes
Census 2022,Municipality,Ubuntu,FEMALE,8171,51.6,,,,,Northern Cape,Pixley ka Seme,Ubuntu,DsSexes
Census 2022,Municipality,Umsobomvu,MALE,13953,47.2,,,,,Northern Cape,Pixley ka Seme,Umsobomvu,DsSexes
Census 2022,Municipality,Umsobomvu,FEMALE,15601,52.8,,,,,Northern Cape,Pixley ka Seme,Umsobomvu,DsSexes
Census 2022,Municipality,!Kheis,MALE,10720,48.8,,,,,Northern Cape,Z F Mgcawu,!Kheis,DsSexes
Census 2022,Municipality,!Kheis,FEMALE,11234,51.2,,,,,Northern Cape,Z F Mgcawu,!Kheis,DsSexes
Census 2022,Municipality,Dawid Kruiper,MALE,60057,47.8,,,,,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsSexes
Census 2022,Municipality,Dawid Kruiper,FEMALE,65686,52.2,,,,,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsSexes
Census 2022,Municipality,Kai !Garib,MALE,42166,49.5,,,,,Northern Cape,Z F Mgcawu,Kai !Garib,DsSexes
Census 2022,Municipality,Kai !Garib,FEMALE,42938,50.5,,,,,Northern Cape,Z F Mgcawu,Kai !Garib,DsSexes
Census 2022,Municipality,Kgatelopele,MALE,9841,49.6,,,,,Northern Cape,Z F Mgcawu,Kgatelopele,DsSexes
Census 2022,Municipality,Kgatelopele,FEMALE,10012,50.4,,,,,Northern Cape,Z F Mgcawu,Kgatelopele,DsSexes
Census 2022,Municipality,Tsantsabane,MALE,15643,50.5,,,,,Northern Cape,Z F Mgcawu,Tsantsabane,DsSexes
Census 2022,Municipality,Tsantsabane,FEMALE,15326,49.5,,,,,Northern Cape,Z F Mgcawu,Tsantsabane,DsSexes
Census 2022,Municipality,Breede Valley,MALE,102639,48.3,,,,,Western Cape,Cape Winelands,Breede Valley,DsSexes
Census 2022,Municipality,Breede Valley,FEMALE,110043,51.7,,,,,Western Cape,Cape Winelands,Breede Valley,DsSexes
Census 2022,Municipality,Drakenstein,MALE,133988,48.4,,,,,Western Cape,Cape Winelands,Drakenstein,DsSexes
Census 2022,Municipality,Drakenstein,FEMALE,142813,51.6,,,,,Western Cape,Cape Winelands,Drakenstein,DsSexes
Census 2022,Municipality,Langeberg,MALE,45238,48.1,,,,,Western Cape,Cape Winelands,Langeberg,DsSexes
Census 2022,Municipality,Langeberg,FEMALE,48808,51.9,,,,,Western Cape,Cape Winelands,Langeberg,DsSexes
Census 2022,Municipality,Stellenbosch,MALE,85071,48.5,,,,,Western Cape,Cape Winelands,Stellenbosch,DsSexes
Census 2022,Municipality,Stellenbosch,FEMALE,90339,51.5,,,,,Western Cape,Cape Winelands,Stellenbosch,DsSexes
Census 2022,Municipality,Witzenberg,MALE,51282,49.4,,,,,Western Cape,Cape Winelands,Witzenberg,DsSexes
Census 2022,Municipality,Witzenberg,FEMALE,52483,50.6,,,,,Western Cape,Cape Winelands,Witzenberg,DsSexes
Census 2022,Municipality,Beaufort West,MALE,34853,47.8,,,,,Western Cape,Central Karoo,Beaufort West,DsSexes
Census 2022,Municipality,Beaufort West,FEMALE,38119,52.2,,,,,Western Cape,Central Karoo,Beaufort West,DsSexes
Census 2022,Municipality,Laingsburg,MALE,5541,48.8,,,,,Western Cape,Central Karoo,Laingsburg,DsSexes
Census 2022,Municipality,Laingsburg,FEMALE,5825,51.2,,,,,Western Cape,Central Karoo,Laingsburg,DsSexes
Census 2022,Municipality,Prince Albert,MALE,8562,48.0,,,,,Western Cape,Central Karoo,Prince Albert,DsSexes
Census 2022,Municipality,Prince Albert,FEMALE,9274,52.0,,,,,Western Cape,Central Karoo,Prince Albert,DsSexes
Census 2022,Municipality,City of Cape Town,MALE,2306058,48.3,,,,,Western Cape,City of Cape Town,City of Cape Town,DsSexes
Census 2022,Municipality,City of Cape Town,FEMALE,2464255,51.7,,,,,Western Cape,City of Cape Town,City of Cape Town,DsSexes
Census 2022,Municipality,Bitou,MALE,31650,48.5,,,,,Western Cape,Garden Route,Bitou,DsSexes
Census 2022,Municipality,Bitou,FEMALE,33589,51.5,,,,,Western Cape,Garden Route,Bitou,DsSexes
Census 2022,Municipality,George,MALE,144969,49.2,,,,,Western Cape,Garden Route,George,DsSexes
Census 2022,Municipality,George,FEMALE,149960,50.8,,,,,Western Cape,Garden Route,George,DsSexes
Census 2022,Municipality,Hessequa,MALE,34673,48.2,,,,,Western Cape,Garden Route,Hessequa,DsSexes
Census 2022,Municipality,Hessequa,FEMALE,37245,51.8,,,,,Western Cape,Garden Route,Hessequa,DsSexes
Census 2022,Municipality,Kannaland,MALE,15269,47.7,,,,,Western Cape,Garden Route,Kannaland,DsSexes
Census 2022,Municipality,Kannaland,FEMALE,16717,52.3,,,,,Western Cape,Garden Route,Kannaland,DsSexes
Census 2022,Municipality,Knysna,MALE,46878,48.8,,,,,Western Cape,Garden Route,Knysna,DsSexes
Census 2022,Municipality,Knysna,FEMALE,49177,51.2,,,,,Western Cape,Garden Route,Knysna,DsSexes
Census 2022,Municipality,Mossel Bay,MALE,67674,48.3,,,,,Western Cape,Garden Route,Mossel Bay,DsSexes
Census 2022,Municipality,Mossel Bay,FEMALE,72401,51.7,,,,,Western Cape,Garden Route,Mossel Bay,DsSexes
Census 2022,Municipality,Oudtshoorn,MALE,65968,47.7,,,,,Western Cape,Garden Route,Oudtshoorn,DsSexes
Census 2022,Municipality,Oudtshoorn,FEMALE,72289,52.3,,,,,Western Cape,Garden Route,Oudtshoorn,DsSexes
Census 2022,Municipality,Cape Agulhas,MALE,19460,48.3,,,,,Western Cape,Overberg,Cape Agulhas,DsSexes
Census 2022,Municipality,Cape Agulhas,FEMALE,20814,51.7,,,,,Western Cape,Overberg,Cape Agulhas,DsSexes
Census 2022,Municipality,Overstrand,MALE,64376,48.6,,,,,Western Cape,Overberg,Overstrand,DsSexes
Census 2022,Municipality,Overstrand,FEMALE,68120,51.4,,,,,Western Cape,Overberg,Overstrand,DsSexes
Census 2022,Municipality,Swellendam,MALE,23436,49.7,,,,,Western Cape,Overberg,Swellendam,DsSexes
Census 2022,Municipality,Swellendam,FEMALE,23678,50.3,,,,,Western Cape,Overberg,Swellendam,DsSexes
Census 2022,Municipality,Theewaterskloof,MALE,69712,50.0,,,,,Western Cape,Overberg,Theewaterskloof,DsSexes
Census 2022,Municipality,Theewaterskloof,FEMALE,69851,50.0,,,,,Western Cape,Overberg,Theewaterskloof,DsSexes
Census 2022,Municipality,Bergrivier,MALE,33925,48.3,,,,,Western Cape,West Coast,Bergrivier,DsSexes
Census 2022,Municipality,Bergrivier,FEMALE,36351,51.7,,,,,Western Cape,West Coast,Bergrivier,DsSexes
Census 2022,Municipality,Cederberg,MALE,27068,49.1,,,,,Western Cape,West Coast,Cederberg,DsSexes
Census 2022,Municipality,Cederberg,FEMALE,28040,50.9,,,,,Western Cape,West Coast,Cederberg,DsSexes
Census 2022,Municipality,Matzikama,MALE,33977,49.2,,,,,Western Cape,West Coast,Matzikama,DsSexes
Census 2022,Municipality,Matzikama,FEMALE,35066,50.8,,,,,Western Cape,West Coast,Matzikama,DsSexes
Census 2022,Municipality,Saldanha Bay,MALE,76440,49.4,,,,,Western Cape,West Coast,Saldanha Bay,DsSexes
Census 2022,Municipality,Saldanha Bay,FEMALE,78195,50.6,,,,,Western Cape,West Coast,Saldanha Bay,DsSexes
Census 2022,Municipality,Swartland,MALE,71885,48.5,,,,,Western Cape,West Coast,Swartland,DsSexes
Census 2022,Municipality,Swartland,FEMALE,76447,51.5,,,,,Western Cape,West Coast,Swartland,DsSexes
